LEANM,SEARCH PARAMS,URL,WGET INDEX,ADDRESS,SCHOOL ID,RDM #,WAYBACK URL,LEVEL,SURVYEAR,NCESSCH,FIPST,LEAID,SCHNO,STID,SEASCH,LEANM,SCHNAM,PHONE,MSTREE,MCITY,MSTATE,MZIP,MZIP4,LSTREE,LCITY,LSTATE,LZIP,LZIP4,TYPE,STATUS,UNION,ULOCAL,LATCOD,LONCOD,CONUM,CONAME,CDCODE,BIES,RECONSTY,RECONSTF,SMEMPUP,ISMEMPUP,SFTEPUP,ISFTEPUP,SFLE,ISFLE,SPFEMALE,ISPFEMALE,SPWHITE,ISPWHITE,SPELM,ISPELM,FTE,GSLO,GSHI,PKOFFRD,KGOFFRD,G01OFFRD,G02OFFRD,G03OFFRD,G04OFFRD,G05OFFRD,G06OFFRD,G07OFFRD,G08OFFRD,G09OFFRD,G10OFFRD,G11OFFRD,G12OFFRD,UGOFFRD,LEVEL,TITLEISTAT,TITLEI,STITLI,MAGNET,CHARTR,SHARED,FRELCH,REDLCH,TOTFRL,PK,AMPKM,AMPKF,ASPKM,ASPKF,HIPKM,HIPKF,BLPKM,BLPKF,WHPKM,WHPKF,HPPKM,HPPKF,TRPKM,TRPKF,KG,AMKGM,AMKGF,ASKGM,ASKGF,HIKGM,HIKGF,BLKGM,BLKGF,WHKGM,WHKGF,HPKGM,HPKGF,TRKGM,TRKGF,G01,AM01M,AM01F,AS01M,AS01F,HI01M,HI01F,BL01M,BL01F,WH01M,WH01F,HP01M,HP01F,TR01M,TR01F,G02,AM02M,AM02F,AS02M,AS02F,HI02M,HI02F,BL02M,BL02F,WH02M,WH02F,HP02M,HP02F,TR02M,TR02F,G03,AM03M,AM03F,AS03M,AS03F,HI03M,HI03F,BL03M,BL03F,WH03M,WH03F,HP03M,HP03F,TR03M,TR03F,G04,AM04M,AM04F,AS04M,AS04F,HI04M,HI04F,BL04M,BL04F,WH04M,WH04F,HP04M,HP04F,TR04M,TR04F,G05,AM05M,AM05F,AS05M,AS05F,HI05M,HI05F,BL05M,BL05F,WH05M,WH05F,HP05M,HP05F,TR05M,TR05F,G06,AM06M,AM06F,AS06M,AS06F,HI06M,HI06F,BL06M,BL06F,WH06M,WH06F,HP06M,HP06F,TR06M,TR06F,G07,AM07M,AM07F,AS07M,AS07F,HI07M,HI07F,BL07M,BL07F,WH07M,WH07F,HP07M,HP07F,TR07M,TR07F,G08,AM08M,AM08F,AS08M,AS08F,HI08M,HI08F,BL08M,BL08F,WH08M,WH08F,HP08M,HP08F,TR08M,TR08F,G09,AM09M,AM09F,AS09M,AS09F,HI09M,HI09F,BL09M,BL09F,WH09M,WH09F,HP09M,HP09F,TR09M,TR09F,G10,AM10M,AM10F,AS10M,AS10F,HI10M,HI10F,BL10M,BL10F,WH10M,WH10F,HP10M,HP10F,TR10M,TR10F,G11,AM11M,AM11F,AS11M,AS11F,HI11M,HI11F,BL11M,BL11F,WH11M,WH11F,HP11M,HP11F,TR11M,TR11F,G12,AM12M,AM12F,AS12M,AS12F,HI12M,HI12F,BL12M,BL12F,WH12M,WH12F,HP12M,HP12F,TR12M,TR12F,UG,AMUGM,AMUGF,ASUGM,ASUGF,HIUGM,HIUGF,BLUGM,BLUGF,WHUGM,WHUGF,HPUGM,HPUGF,TRUGM,TRUGF,MEMBER,AM,AMALM,AMALF,ASIAN,ASALM,ASALF,HISP,HIALM,HIALF,BLACK,BLALM,BLALF,WHITE,WHALM,WHALF,PACIFIC,HPALM,HPALF,TR,TRALM,TRALF,TOTETH,VIRTUALSTAT,NSLPSTATUS,CHARTAUTH1,CHARTAUTH2
MANITOWOC SCHOOL DISTRICT,"MANITOWOC COUNTY COMPREHENSIVE CHARTER SCHOOL 1010 HURON ST, MANITOWOC, WI",http://mcccs.manitowocpublicschools.org/,258,"1010 HURON ST, MANITOWOC, WI",WI9120,0.050688082,https://web.archive.org/web/*/http://mcccs.manitowocpublicschools.org/,1,2013,5.51E+11,55,5508610,2714,3290,9120,MANITOWOC SCHOOL DISTRICT,MANITOWOC COUNTY COMPREHENSIVE CHARTER SCHOOL,9206834780,1010 HURON ST,MANITOWOC,WI,54220,0,1010 HURON ST,MANITOWOC,WI,54220,0,2,1,0,32,44.1026,-87.661,55071,MANITOWOC COUNTY,5506,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,1.25,1,8,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,0,0,0,0,0,0,0,0,0,1,1,0,4,3,1,0,0,0,1,1,0,6,VIRTUALNO,NSLPWOPRO,3290,M
LONGLEAF SCHOOL OF THE ARTS,"LONGLEAF SCHOOL OF THE ARTS 207 EAST HARGETT ST, RALEIGH, NC",http://longleafschool.com/,259,"207 EAST HARGETT ST, RALEIGH, NC",NC0,0.312644575,https://web.archive.org/web/*/http://longleafschool.com/,4,2013,3.70E+11,37,3700337,3282,92U,0,LONGLEAF SCHOOL OF THE ARTS,LONGLEAF SCHOOL OF THE ARTS,9198968164,207 EAST HARGETT ST,RALEIGH,NC,27601,0,207 EAST HARGETT ST,RALEIGH,NC,27601,0,1,3,0,11,35.7786,-78.6354,37183,WAKE COUNTY,3704,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,16.1,9,10,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,6,2,N,2,1,2,5,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,110,0,0,0,4,3,1,2,16,21,58,0,0,0,5,48,0,0,0,1,0,3,2,2,10,29,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,158,0,0,0,5,0,5,7,3,4,22,4,18,118,31,87,0,0,0,6,0,6,158,VIRTUALNO,NSLPWOPRO,01SBE,M
LIGHTHOUSE ACADEMY,"LIGHTHOUSE ACADEMY-ST. JOHNS 2355 KNAPP ST NE, GRAND RAPIDS, MI",http://lighthouseacademyschool.org/,260,"2355 KNAPP ST NE, GRAND RAPIDS, MI",MI1525,0.068039056,https://web.archive.org/web/*/http://lighthouseacademyschool.org/,4,2013,2.60E+11,26,2600949,8360,41922,1525,LIGHTHOUSE ACADEMY,LIGHTHOUSE ACADEMY-ST. JOHNS,6166661397,2355 KNAPP ST NORTHEAST,GRAND RAPIDS,MI,49505,4415,2355 KNAPP ST NE,GRAND RAPIDS,MI,49505,4415,1,1,0,12,43.0007,-85.6116,26081,KENT COUNTY,2603,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,6.5,KG,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,2,N,2,1,2,5,0,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,1,2,4,0,4,0,0,0,1,1,0,8,VIRTUALNO,NSLPWOPRO,2260,M
HARTLAND-LAKESIDE J3 SCHOOL DISTRICT,"LIFE CHARTER SCHOOL 800 EAST NORTH SHORE DR, HARTLAND, WI",http://life.hartlake.org/,261,"800 EAST NORTH SHORE DR, HARTLAND, WI",WI200,0.266932169,https://web.archive.org/web/*/http://life.hartlake.org/,2,2013,5.51E+11,55,5506140,2837,2460,200,HARTLAND-LAKESIDE J3 SCHOOL DISTRICT,LIFE CHARTER SCHOOL,2623696767,800 E NORTH SHORE DR,HARTLAND,WI,53029,2713,800 EAST NORTH SHORE DR,HARTLAND,WI,53029,2713,1,1,0,21,43.0763,-88.3597,55133,WAUKESHA COUNTY,5505,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,4.73,6,8,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,6,2,N,2,1,2,7,4,11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,25,0,0,0,0,0,0,0,0,10,15,0,0,0,0,35,0,0,1,0,0,0,0,0,19,15,0,0,0,0,27,0,0,0,1,0,0,0,0,17,7,0,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,87,0,0,0,2,1,1,0,0,0,0,0,0,83,46,37,0,0,0,2,0,2,87,VIRTUALNO,NSLPWOPRO,2460,M
DEKALB COUNTY,"LEADERSHIP PREPARATORY ACADEMY 6400 WOODROW RD, LITHONIA, GA",http://leadershippreparatoryacademy.org/,262,"6400 WOODROW RD, LITHONIA, GA",GA311,0.491005685,https://web.archive.org/web/*/http://leadershippreparatoryacademy.org/,1,2013,1.30E+11,13,1301740,4006,644,311,DEKALB COUNTY,LEADERSHIP PREPARATORY ACADEMY,4046563103,6400 WOODROW RD,LITHONIA,GA,30038,0,6400 WOODROW RD,LITHONIA,GA,30038,0,1,1,0,21,33.6954,-84.1305,13089,DEKALB COUNTY,1304,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,31.5,KG,8,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,1,1,M,1,2,264,76,340,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,53,0,0,0,0,0,0,24,29,0,0,0,0,0,0,51,1,0,0,0,0,1,23,26,0,0,0,0,0,0,52,0,0,0,0,0,0,27,22,1,2,0,0,0,0,60,0,0,0,0,1,0,27,31,1,0,0,0,0,0,58,0,0,0,0,0,1,29,28,0,0,0,0,0,0,39,0,0,0,0,1,0,16,22,0,0,0,0,0,0,86,0,0,0,0,2,1,41,42,0,0,0,0,0,0,65,1,0,0,0,1,1,33,28,0,0,0,0,0,1,57,0,0,0,0,2,0,20,35,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,521,2,2,0,0,0,0,11,7,4,503,240,263,4,2,2,0,0,0,1,0,1,521,VIRTUALNO,NSLPNO,CHARTER-SBE,M
AVOYELLES PARISH,"LA SCHOOL FOR AG SCIENCE 5303 HWY 115, BUNKIE, LA",http://lasas.la.asa.schoolinsites.com/?PageName='Contact',263,"5303 HWY 115, BUNKIE, LA",LA5025,0.710886219,https://web.archive.org/web/*/http://lasas.la.asa.schoolinsites.com/?PageName='Contact',3,2013,2.20E+11,22,2200150,1378,5,5025,AVOYELLES PARISH,LA SCHOOL FOR AG SCIENCE,3183462762,5303 HIGHWAY 115,BUNKIE,LA,71322,0,5303 HWY 115,BUNKIE,LA,71322,0,4,1,0,42,30.9922,-92.1426,22009,AVOYELLES PARISH,2205,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,22,7,12,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,3,1,1,1,1,M,221,39,260,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,74,0,0,0,0,1,0,10,6,24,33,0,0,0,0,79,1,0,0,0,0,1,10,15,34,18,0,0,0,0,66,0,0,0,0,0,1,6,15,23,21,0,0,0,0,45,0,1,0,0,1,1,5,2,21,13,0,0,0,1,39,0,0,0,1,0,1,3,3,19,11,0,0,1,0,43,0,0,1,0,0,0,4,7,17,14,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,346,2,1,1,2,1,1,6,2,4,86,38,48,248,138,110,0,0,0,2,1,1,346,VIRTUALNO,NSLPNO,M,M
KIPP SAN ANTONIO,"KIPP ASPIRE ACADEMY 735 FREDREICKSBURG RD, SAN ANTONIO, TX",http://kippsa.org/our-schools/kipp-aspire-academy/,264,"735 FREDREICKSBURG RD, SAN ANTONIO, TX",TX15826041,0.425922231,https://web.archive.org/web/*/http://kippsa.org/,2,2013,4.80E+11,48,4800257,10422,15826,15826041,KIPP SAN ANTONIO,KIPP ASPIRE ACADEMY,2107357300,731 FREDERICKSBURG RD,SAN ANTONIO,TX,78201,0,735 FREDREICKSBURG RD,SAN ANTONIO,TX,78201,0,1,1,0,11,29.4502,-98.5122,48029,BEXAR COUNTY,4835,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,24.64,5,8,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,5,1,1,2,1,M,346,37,383,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,111,0,0,0,0,58,50,0,1,0,1,0,0,0,1,109,0,0,0,0,59,46,1,1,2,0,0,0,0,0,105,0,0,0,0,47,55,1,1,1,0,0,0,0,0,105,0,0,0,0,37,58,4,2,1,2,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,430,0,0,0,0,0,0,410,201,209,11,6,5,7,4,3,0,0,0,2,1,1,430,N,M,1,M
KIPP INC CHARTER,"KIPP GENERATIONS COLLEGIATE 500 EAST TIDWELL, HOUSTON, TX",http://kipphouston.org/generations/,265,"500 EAST TIDWELL, HOUSTON, TX",TX101813004,0.533339966,https://web.archive.org/web/*/http://kipphouston.org/generations,4,2013,4.80E+11,48,4800054,12773,101813,101813004,KIPP INC CHARTER,KIPP GENERATIONS COLLEGIATE,8322300566,10711 KIPP WAY,HOUSTON,TX,77099,0,500 EAST TIDWELL,HOUSTON,TX,77022,0,1,1,0,11,29.8454,-95.3942,48201,HARRIS COUNTY,4818,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,30.17,9,11,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,4,5,1,1,2,1,M,347,41,388,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,165,0,0,0,0,64,90,7,4,0,0,0,0,0,0,163,0,0,0,0,71,64,21,7,0,0,0,0,0,0,105,0,0,0,0,40,44,15,6,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,433,0,0,0,0,0,0,373,175,198,60,43,17,0,0,0,0,0,0,0,0,0,433,N,M,1,M
HAWAII DEPARTMENT OF EDUCATION,"KANU O KA AINA - NEW CENTURY PCS 651170 OPELO RD, KAMUELA, HI",http://kalo.org/,266,"651170 OPELO RD, KAMUELA, HI",HI5-397,0.793583234,https://web.archive.org/web/*/http://kalo.org/,4,2013,1.50E+11,15,1500030,263,1,5-397,HAWAII DEPARTMENT OF EDUCATION,KANU O KA AINA - NEW CENTURY PCS,8088878144,PO BOX 398,KAMUELA,HI,96743,398,651170 OPELO RD,KAMUELA,HI,96743,398,1,1,0,33,20.0216,-155.6762,15001,HAWAII COUNTY,1502,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,25,KG,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,N,1,2,107,42,149,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,32,0,0,0,2,0,0,0,0,3,3,18,5,0,1,24,0,0,1,0,0,0,0,0,1,2,9,10,0,1,21,0,0,1,1,1,1,0,0,0,1,5,10,1,0,25,0,0,0,0,0,0,0,0,3,4,10,8,0,0,29,0,0,1,0,1,0,0,0,2,1,10,14,0,0,23,1,0,3,1,0,0,0,0,4,0,8,6,0,0,19,0,0,0,1,1,1,0,0,4,0,7,5,0,0,16,0,0,0,1,0,0,0,0,2,0,5,8,0,0,10,0,0,1,0,1,0,0,0,0,1,5,2,0,0,21,0,0,0,0,1,1,0,0,0,0,6,9,2,2,15,0,0,0,1,0,0,0,0,1,0,7,6,0,0,10,0,0,0,0,0,0,0,0,0,1,1,7,1,0,10,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1,1,0,14,7,7,8,5,3,0,0,0,34,20,14,190,93,97,8,4,4,255,VIRTUALNO,NSLPWOPRO,S-734,M
JAMAA LEARNING CENTER,"JAMAA LEARNING CENTER 7220 NORTH LINDBERGH BLVD, ST. LOUIS, MO",http://jamaalearningcenter.org/,267,"7220 NORTH LINDBERGH BLVD, ST. LOUIS, MO",MO6985115921,0.409189354,https://web.archive.org/web/*/http://jamaalearningcenter.org/,1,2013,2.90E+11,29,2900602,3198,115921,6985115921,JAMAA LEARNING CENTER,JAMAA LEARNING CENTER,3145657609,SUITE 13,ST. LOUIS,MO,63042,2019,7220 NORTH LINDBERGH BLVD,ST. LOUIS,MO,63042,2019,1,1,0,21,38.7836,-90.3554,29189,ST. LOUIS COUNTY,2901,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,11,KG,8,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,1,1,2,1,2,148,4,152,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,28,0,0,0,0,0,0,15,13,0,0,0,0,0,0,37,0,0,0,0,0,0,23,14,0,0,0,0,0,0,26,0,0,0,0,0,0,14,12,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,15,0,0,0,0,0,0,11,4,0,0,0,0,0,0,16,0,0,0,0,0,0,12,4,0,0,0,0,0,0,8,0,0,0,0,0,0,5,3,0,0,0,0,0,0,13,0,0,0,0,0,0,6,7,0,0,0,0,0,0,9,0,0,0,0,0,0,5,4,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,156,0,0,0,0,0,0,0,0,0,156,93,63,0,0,0,0,0,0,0,0,0,156,VIRTUALNO,NSLPWOPRO,116116,M
ISUCCEED VIRTUAL HIGH SCHOOL,"ISUCCEED VIRTUAL HIGH SCHOOL 6148 NORTH DISCOVERY WAY, BOISE, ID",http://isucceed.insightschools.net/,268,"6148 NORTH DISCOVERY WAY, BOISE, ID",ID466 801,0.064463088,https://web.archive.org/web/*/http://isucceed.insightschools.net/,3,2013,1.60E+11,16,1600144,967,466,466 801,ISUCCEED VIRTUAL HIGH SCHOOL,ISUCCEED VIRTUAL HIGH SCHOOL,2083753116,6148 N DISCOVERY WAY,BOISE,ID,83713,8296,6148 NORTH DISCOVERY WAY,BOISE,ID,83713,8296,1,1,0,12,43.6607,-116.3408,16001,ADA COUNTY,1601,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,10.84,9,12,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,5,1,1,2,1,2,103,4,107,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,0,0,0,2,4,0,0,45,46,0,0,0,1,112,2,0,0,1,3,10,2,1,33,59,0,0,0,1,154,0,3,0,0,8,13,1,1,45,79,1,0,1,2,215,1,3,0,0,5,28,0,2,63,110,0,2,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,580,10,4,6,1,0,1,73,18,55,7,3,4,480,186,294,3,1,2,6,1,5,580,VIRTUALYES,NSLPNO,0,M
